number of items,linear search,binary search,recursive search,creation time,sort time
777000,218795,258,173,18384400,55126300
778000,258381,270,190,18357800,56031100
779000,246011,294,190,20042600,57268800
780000,241123,267,179,18413000,54606100
781000,514194,322,212,18622300,63813600
782000,337949,316,233,20627100,93689500
783000,223532,266,509,19027000,56163300
784000,237850,268,380,18204200,56001400
785000,224251,268,184,18327400,55285900
786000,263319,270,206,18535700,56559500
787000,255940,303,207,18578500,60963000
788000,239201,468,194,21603100,60041900
789000,267932,283,206,19041000,57775200
790000,259788,262,196,19934200,59392100
791000,223455,274,197,19645600,57453600
792000,256561,276,200,18972800,56750200
793000,249314,265,200,18743900,55759600
794000,255645,264,518,18610900,57285700
795000,243219,283,191,18649900,56887200
796000,252035,268,180,21257400,57814500
797000,269563,279,194,18827500,58631600
798000,246492,283,196,19083800,57413600
799000,238611,266,193,19381000,56974300
800000,255629,270,196,19120600,56939400
801000,253829,342,193,18898800,57073600
802000,229846,453,197,19059800,56948200
803000,258784,288,195,19242600,57970300
804000,248985,280,180,20552600,57032500
805000,238100,264,204,18404900,54478700
806000,239028,263,193,18333700,55264000
807000,242228,280,195,18357800,58609800
808000,241883,272,191,19023500,58128900
809000,365076,369,245,19575600,61893500
810000,255861,461,193,19768500,59399500
811000,248852,280,188,19314600,57299600
812000,266062,322,226,21537000,63318400
813000,257003,289,216,19966700,58517300
814000,255500,274,194,19007100,58124900
815000,380138,392,556,19141800,63694900
816000,259509,288,198,20720800,63825900
817000,253241,266,210,19526500,58400900
818000,241244,268,208,19417100,58148100
819000,323732,408,251,19247200,59199100
820000,370885,335,472,24044900,67417700
821000,374993,416,288,20637900,69017300
822000,252126,342,462,21987100,63605800
823000,268107,290,210,19256000,60121300
824000,247502,287,199,18656300,57797600
825000,229245,284,195,19218400,59948600
826000,258188,267,195,19936800,58628100
827000,242957,409,185,19965100,61539100
828000,655699,336,216,21689100,64931200
829000,245595,293,215,23934100,97300000
830000,294293,302,224,19709800,58768700
831000,241507,274,205,20312100,58439900
832000,262414,401,187,18932900,58173700
833000,261866,286,223,19135200,58050400
834000,271386,286,213,19512700,59261400
835000,252908,292,208,18880300,58292200
836000,273970,269,198,21165000,59923600
837000,291833,275,221,20542800,63304700
838000,266072,266,202,19926000,60935100
839000,347024,350,256,19438600,59282500
840000,279851,362,199,21468000,62017900
841000,265740,273,388,19717600,60538700
842000,266722,300,207,19616800,60507700
843000,280815,295,199,19724400,61621900
844000,247703,275,203,22242600,61886900
845000,292581,289,211,19782300,60802600
846000,263105,275,227,20326600,60280200
847000,265108,291,197,19866300,70373600
848000,276242,359,192,19437300,58549200
849000,257179,269,218,19114800,60338200
850000,267195,263,224,19947500,60833300
851000,256610,407,194,20375600,60808900
852000,246779,475,233,22040700,62535500
853000,256822,289,219,20007000,60859400
854000,368245,465,231,19862500,64700500
855000,273276,292,206,20899700,62225100
856000,286753,268,203,19932600,62075100
857000,285749,290,212,20088200,63649800
858000,273337,282,195,19970800,62638700
859000,265340,284,183,20875300,62521900
860000,421818,410,258,23065400,63435200
861000,290410,475,217,21102300,66238500
862000,285107,298,228,20225800,63074500
863000,278566,282,207,20296000,63560100
864000,423845,431,297,21751000,64831000
865000,343194,743,241,23219600,70963300
866000,457215,416,327,23420200,71344700
867000,318695,300,215,21663800,60831400
868000,280157,294,194,22015800,61287300
869000,353539,340,246,20863900,63095900
870000,326194,319,366,20834500,64084500
871000,272867,282,208,21005300,64006800
872000,673258,391,326,20512000,71823600
873000,266443,281,203,47809100,75157300
874000,299673,363,213,20904100,62912700
875000,290929,298,197,20486000,62901500
876000,257148,294,184,22299100,62144100
877000,365822,400,242,20523600,62913600
878000,280358,360,199,20500200,63939400
879000,260860,293,206,20478400,64014400
880000,269277,296,206,20644700,63063500
881000,279956,275,201,20833000,63445600
882000,268777,281,190,21445100,63769000
883000,286845,360,203,23605400,62880700
884000,260379,305,586,20541400,64461700
885000,280209,606,224,20589500,63671000
886000,271906,301,233,21477800,64163700
887000,266733,296,339,20946700,63200700
888000,302553,294,209,20628100,62832800
889000,280538,357,219,20752300,65333200
890000,316070,294,208,23921100,64428200
891000,277705,340,209,20822400,67779200
892000,390653,421,475,20721600,64351000
893000,294815,281,213,22195100,67136400
894000,279091,294,217,21056800,64440700
895000,296266,286,214,21175500,67152300
896000,364564,374,245,21196200,65002100
897000,317925,315,206,24262300,69898100
898000,288386,310,212,20675400,62663100
899000,291938,370,214,20498800,63256200
900000,286198,298,214,20856100,62881900
901000,288827,315,206,20670100,62968800
902000,443390,425,259,20704400,64339000
903000,261387,287,211,22183300,70739500
904000,271055,289,200,22724200,64132800
905000,310815,321,211,21804700,65692200
906000,354890,382,260,21627800,66533300
907000,351430,706,266,24543700,76047400
908000,512483,465,526,23378100,77010100
909000,280594,292,202,23533100,65907700
910000,302420,290,207,21166500,64944500
911000,403157,491,241,22879700,65079400
912000,285442,295,204,21319800,64232500
913000,289381,301,214,20662000,63038900
914000,968343,474,507,21479200,120247700
915000,279424,368,200,23127900,68209300
916000,330779,306,214,21345700,65916000
917000,337922,307,235,24461700,70354700
918000,346218,295,226,24289600,68194600
919000,320588,301,214,23110300,66563000
920000,333361,309,221,21679100,66874300
921000,304932,298,217,21480800,66999500
922000,307224,299,237,22074000,67052900
923000,338608,322,235,21957900,66325600
924000,275867,300,196,21894400,66666200
925000,302145,339,212,25569200,66759600
926000,299904,297,215,21707100,66537200
927000,268527,301,202,21589200,70020900
928000,283177,372,213,21744100,65854400
929000,276481,278,218,21830800,67250500
930000,350947,414,233,21879300,68130200
931000,276142,300,210,25160700,74831200
932000,256247,304,200,22608600,65159700
933000,305022,292,223,21721900,65189200
934000,314420,317,217,21645900,64633900
935000,339095,489,217,21466500,65994000
936000,304167,309,241,21625600,66359300
937000,496941,412,312,22269800,76201600
938000,297553,317,212,22715200,69226600
939000,304479,300,208,25158200,70093900
940000,331549,453,221,21831400,69047000
941000,365535,321,369,22240100,67632900
942000,434438,558,284,24751500,73137000
943000,308191,306,237,23984100,75973300
944000,301827,291,218,21885000,67861700
945000,297160,298,214,22091900,67652000
946000,420215,410,293,23861300,74885800
947000,442186,394,688,24162000,76215600
948000,333658,335,227,27136900,77240600
949000,343096,324,229,24173800,70308700
950000,295824,325,412,23749300,69690200
951000,307516,300,221,22973000,72093500
952000,331606,317,232,22303100,67810100
953000,752663,394,269,24167700,75206000
954000,314019,344,424,26754600,103045700
955000,318596,316,218,22310900,71987500
956000,306841,304,209,22566900,68898200
957000,321746,326,233,22362900,69127300
958000,315733,325,232,22742600,70644000
959000,315828,485,223,22375000,70006800
960000,293799,325,212,24423600,71322500
961000,376805,395,254,22579600,69273400
962000,321893,314,221,22377900,70330700
963000,321371,437,219,22745000,71097800
964000,323220,304,246,22342800,70327600
965000,318533,493,242,25744000,71929900
966000,368108,339,230,22809200,71664000
967000,305344,310,334,24395800,71346100
968000,283299,295,210,23051900,71385800
969000,310905,380,230,22669300,70600600
970000,320405,305,215,22991100,70616900
971000,358056,334,253,22682500,71449800
972000,351998,300,234,22681600,71197000
973000,334499,452,206,23681500,71301900
974000,291404,308,217,25858400,73096300
975000,397890,420,281,22754500,72706000
976000,313199,304,216,25229100,75067800
977000,331874,313,215,22925100,70559100
978000,307173,301,240,23244200,73569900
979000,336530,442,221,22837900,70909900
980000,468736,405,276,22742700,71688400
981000,428865,414,280,26504700,77667400
982000,338158,316,372,22900400,71988600
983000,354142,336,228,22964900,70287700
984000,520614,798,331,23228600,72216100
985000,388010,379,293,27631000,80113200
986000,336572,529,224,26642500,84386500
987000,313156,480,209,22785100,73752500
988000,341227,304,222,26925900,73806100
989000,322918,312,213,24155600,73880100
990000,346290,485,231,23069000,71148100
991000,919845,454,449,23298900,117830000
992000,325784,321,224,25048000,74692400
993000,311685,301,204,22805900,70868700
994000,343433,360,224,22968500,68287000
995000,376197,364,244,24804200,69871300
996000,309704,329,219,22901000,69462600
997000,319846,369,219,22503200,69888100
998000,335332,378,338,23328800,70934200
999000,363739,320,237,22841100,70977700
1000000,348614,300,241,22479800,73688200
