number of items,linear search,binary search,recursive search,creation time,sort time
731000,428292,512,1233288,18323700,56934100
732000,337812,520,1121190,17513200,54071300
733000,322918,476,1130675,16841900,50155100
734000,333181,713,1160254,17780800,51257700
735000,350770,471,1132534,17458400,51832400
736000,345496,497,1131552,19361900,52440200
737000,489158,730,1992200,17266700,51413900
738000,382283,470,1130946,17952800,51842600
739000,335680,509,1135103,18108600,54350400
740000,374776,482,1135474,18107400,52896000
741000,347638,491,1209150,17576300,52592500
742000,318706,471,1165147,17619700,53209900
743000,379519,540,1219291,17422900,52294800
744000,296647,680,1177687,17489800,53392800
745000,365886,538,1177275,18175500,55137400
746000,357614,506,1163344,17848000,52413900
747000,449280,675,1410991,20749700,54793200
748000,452459,612,1366071,20029900,61509300
749000,466022,643,1436317,17716100,53115100
750000,348725,466,1155733,19156700,56795000
751000,325694,622,1196753,18235700,55534600
752000,497492,649,1537293,18627300,53626300
753000,338428,511,1161243,19039100,55401300
754000,363017,605,1151785,17357200,53763600
755000,360788,479,1175815,18404900,53927600
756000,344091,519,1202986,17760400,53968000
757000,289135,459,1147444,17961700,57119100
758000,451165,576,1560834,20048900,52635200
759000,349861,469,1194186,47288400,58688900
760000,340882,475,1173138,18093900,53977200
761000,333099,561,1163027,17972700,55636100
762000,327064,483,1193387,17796500,54319200
763000,323798,563,1188731,17719300,53449500
764000,369142,484,1191949,18317200,53283900
765000,352581,476,1188936,19054100,53854500
766000,364383,668,1214893,17913000,54265900
767000,358812,514,1207040,20134200,55435300
768000,483341,629,1497082,18204700,52512800
769000,456726,731,1477345,22212700,59623300
770000,531079,563,1511621,18104000,54467900
771000,351002,467,1196355,20022100,58620900
772000,366872,474,1177798,18444400,56259000
773000,697393,913,1665901,18092900,57533300
774000,392439,482,1220101,19135100,56062000
775000,335007,496,1220799,18929600,54868100
776000,370043,483,1177301,18136600,55541800
777000,331773,590,1207489,19578200,56055800
778000,354523,502,1195120,17536400,52978700
779000,563684,632,1700455,17723600,82943200
780000,347501,615,1184114,20793900,54657400
781000,419695,522,1295050,18115700,53724200
782000,323639,534,1203856,19375500,54234600
783000,325406,462,1201982,18138800,55133100
784000,359853,513,1241980,18579800,56405700
785000,394692,492,1242356,18837600,55787400
786000,349830,507,1227953,18867700,55130700
787000,374390,515,1237057,19203500,56004000
788000,416836,606,1359755,18523400,55705800
789000,524466,654,1544017,21964200,63437900
790000,410858,612,1450348,20260700,57225900
791000,350044,495,1240037,20687900,61330200
792000,366808,476,1233460,18697600,55895900
793000,551427,670,1555065,18893100,54950300
794000,370816,655,1228461,20769900,60827700
795000,345930,501,1249746,18722400,58650900
796000,374936,512,1301389,18905300,57078700
797000,346041,562,1247141,18993800,55974900
798000,364141,494,1235465,19586400,58224400
799000,759452,557,1749621,19043100,57412200
800000,348199,728,1235440,19118400,56123900
801000,422061,520,1286357,20782000,56387600
802000,399844,484,1243827,18633800,56014900
803000,345518,480,1229058,19404100,58093600
804000,351007,502,1272903,19795400,56861900
805000,347485,508,1254077,18845700,57700800
806000,371704,628,1268946,21086800,58732200
807000,368919,527,1247767,18994100,61039200
808000,376270,494,1386302,18885500,57500600
809000,514517,865,1695979,22770700,66855500
810000,514116,616,1488497,21457300,60991800
811000,390409,518,1296695,22829700,61772900
812000,408746,563,1271742,19524900,57485100
813000,510820,802,1649297,19213500,62314000
814000,383802,473,1276323,19878500,57895300
815000,372326,497,1277676,19176500,56866600
816000,374565,578,1290015,21748100,58499900
817000,364682,553,1294749,19992900,62780600
818000,424332,569,1421729,21114800,62736000
819000,363486,498,1360934,38413500,87786600
820000,391429,670,1287195,21519900,58247600
821000,387363,541,1306904,21753700,59543500
822000,378326,549,1339786,20106300,60406700
823000,349780,502,1288867,19387500,60189800
824000,397524,540,1282015,20487200,58815600
825000,388012,498,1309038,19806900,59374100
826000,377358,521,1280034,21540400,58606300
827000,381743,720,1306613,19311800,58088000
828000,451638,713,1567502,22095900,69780000
829000,458047,685,1418596,22082400,67420500
830000,357956,512,1325490,21136200,64378200
831000,397042,804,1304009,21898600,59465600
832000,524112,608,1570690,19648100,59843100
833000,370974,530,1306206,22690600,64441300
834000,356012,476,1294985,19400000,59943800
835000,406309,511,1295266,19507300,60623800
836000,331578,528,1326516,21966000,59251900
837000,392518,529,1303195,19911700,59158300
838000,541886,580,1720955,19684000,93457400
839000,396703,546,1305130,20769700,59187700
840000,408729,531,1349110,19953800,61722100
841000,392789,567,1434402,23117800,62447900
842000,383467,600,1304517,19992500,60875900
843000,416871,712,1314537,20024800,59871100
844000,382957,503,1307987,20159600,60502000
845000,365160,511,1360657,20153200,61238200
846000,355211,574,1322530,21740900,60716400
847000,560581,706,1756661,19967000,69368500
848000,413607,755,1440081,22478000,71452300
849000,400900,555,1350684,21881000,66873600
850000,400707,527,1337231,20328600,61177500
851000,565732,718,1745149,23541500,60400000
852000,453641,564,1396722,21715000,65017100
853000,391647,538,1369771,20329700,61670300
854000,397066,503,1343338,20091900,63435400
855000,367261,519,1339055,20300400,62266500
856000,613192,538,1585577,22934000,60669000
857000,389653,545,1340830,22882400,111832300
858000,383595,552,1338112,20157000,62461100
859000,448717,512,1570909,20845700,63010000
860000,378591,569,1359260,20343700,62208800
861000,479172,709,1392146,23631600,65170900
862000,436399,534,1361473,21006000,64923200
863000,419145,685,1403625,20984700,62087700
864000,382570,517,1357265,22699800,65896700
865000,459307,652,1659646,20219500,62274000
866000,440903,684,1448471,24809500,70014900
867000,471018,574,1479168,22013800,66206100
868000,407110,541,1347108,20506000,64397000
869000,490237,595,1666576,20463000,62295400
870000,453870,568,1359485,22527300,68831600
871000,365662,570,1371297,22919100,63819300
872000,418889,541,1381799,21586800,63162300
873000,403433,490,1395735,20419500,65345800
874000,452957,627,1404831,20346600,60804200
875000,462730,539,1543865,39409600,102601300
876000,395852,692,1380431,23404000,63124800
877000,429840,675,1404464,21382700,63805100
878000,436040,506,1384710,20774600,64776800
879000,434102,577,1370404,21549100,65924700
880000,415659,713,1374934,20859500,61549900
881000,414354,489,1375358,23028300,62650600
882000,402331,512,1383565,20748600,64093200
883000,491322,617,1647044,21382400,66148900
884000,564444,670,1688215,23629700,74181900
885000,431162,1074,1582803,22300300,68974300
886000,545636,1148,1808320,25830600,75327000
887000,601662,675,1825892,29642500,82031100
888000,428776,570,1403716,22142800,65933800
889000,433660,500,1392381,20595200,61437100
890000,405774,560,1372593,20560900,63607500
891000,424771,708,1405445,22760200,62728500
892000,762235,781,2186284,21273600,63111200
893000,423318,622,1446224,21963200,63607800
894000,392406,524,1440119,21383800,65543200
895000,352618,555,1400285,20536200,62654600
896000,478713,732,1631715,23267100,63742600
897000,438236,517,1418415,21833300,63998000
898000,384160,518,1426633,21614800,64400400
899000,408451,508,1418744,21090500,64464100
900000,493853,805,1596735,21119900,66802100
901000,499829,637,1708906,25989000,72469400
902000,612977,689,1788809,21734400,67159500
903000,383442,528,1416936,21144500,63087300
904000,553917,817,1747542,21460400,64507900
905000,422174,669,1379225,23287500,69910000
906000,411805,571,1484569,23704900,65831600
907000,394351,519,1432873,22972000,66888100
908000,394015,677,1449328,21368600,66004800
909000,630916,733,2357349,21501900,63937700
910000,418147,499,1435710,24383600,67476800
911000,416294,550,1511532,23818300,65604400
912000,441488,498,1452473,22297400,67981500
913000,422139,502,1439852,21746600,65419100
914000,413266,742,1453561,21433600,66240700
915000,404511,545,1444150,21639900,66965800
916000,477581,581,1482238,46359600,69472800
917000,569112,582,1677914,22529800,68430700
918000,587474,700,1925255,23689700,71136600
919000,454821,584,1609205,22148100,75110300
920000,415990,518,1506735,21890000,68861200
921000,599212,645,1762713,21981000,65338100
922000,464188,519,1450135,23913600,69019100
923000,361279,492,1473450,21886700,66517900
924000,412878,535,1521172,22969200,66562200
925000,402284,517,1476422,22002600,66665200
926000,566977,609,2191358,22015900,66282700
927000,434013,557,1522190,22205300,70484300
928000,467744,714,1545388,21411700,67359400
929000,435553,612,1476616,22086700,66275500
930000,445976,515,1478213,21962000,66687400
931000,457801,672,1475506,22338700,66594700
932000,416550,481,1475288,24491900,68481900
933000,401576,513,1495298,22651100,66737200
934000,537764,605,1657889,21667800,66614300
935000,468666,610,1694371,26110900,76410800
936000,474695,576,1577401,24529200,72313400
937000,421226,713,1519446,22815600,66698100
938000,576375,612,1849685,24692000,68462300
939000,389097,623,1491067,24316900,69515400
940000,404355,475,1501537,24705500,68171200
941000,429928,519,1490552,22622900,69896000
942000,435332,509,1489246,22628500,67397700
943000,600115,555,2203616,22807300,70882100
944000,472595,673,1503757,25695200,67976000
945000,434302,520,1559594,23303800,70952500
946000,421800,510,1482596,22050800,68088300
947000,419784,584,1488679,21552800,67834100
948000,386416,616,1542307,24929500,72667500
949000,418199,575,1497857,21805900,66067500
950000,418839,587,1480404,22351000,67591500
951000,437246,767,1804842,21805000,69711300
952000,598064,638,1772289,25809500,78818400
953000,464899,602,1600716,24224000,76964800
954000,431034,521,1472713,22690500,66113600
955000,503563,787,1677768,22511300,73688600
956000,448167,518,1497696,24651100,66221300
957000,392611,755,1504590,22228800,65714100
958000,468857,840,1574934,22728100,68229200
959000,422404,739,1533127,23199600,68271000
960000,482417,555,1904874,25082300,111142000
961000,379383,583,1531890,21841400,69356600
962000,399372,570,1492335,22237100,67641100
963000,420727,578,1512495,21855200,66886800
964000,426292,575,1552721,23924700,66818000
965000,447650,515,1523239,22396800,68667300
966000,414264,774,1512867,22985900,70945300
967000,441644,556,1529875,22470700,67409200
968000,516942,628,1931470,24482700,72348700
969000,574384,585,1764414,26280300,79519600
970000,405861,543,1572641,24468000,71823200
971000,529319,570,1700641,22286900,67397800
972000,428286,541,1591261,27267900,74813300
973000,473170,529,1544036,21988400,67929900
974000,438916,530,1526210,22314900,69509000
975000,483873,478,1521642,22646200,71518900
976000,628530,570,1882417,24713500,67577600
977000,448536,514,1556249,33507800,89451800
978000,472829,546,1647928,22634900,68895200
979000,441207,720,1531693,22530400,68069600
980000,402540,531,1530195,24148100,68753200
981000,398641,514,1534248,22186900,67272200
982000,390384,626,1559568,23018300,69572500
983000,453499,543,1565600,22603700,72905600
984000,531483,570,1734224,24483200,70215600
985000,686011,857,2016440,26456600,81453500
986000,463512,762,1730303,24938200,77484400
987000,434601,518,1564349,24736900,73696300
988000,512094,577,1719387,26976300,76725300
989000,422358,541,1551413,22810400,70449600
990000,415846,573,1563975,22608600,68633300
991000,424320,770,1587428,22400000,68912800
992000,651297,750,1858114,26160700,71991000
993000,429068,547,1603284,27296600,117388000
994000,505981,568,1651470,24034700,73580700
995000,446384,528,1578035,23200300,70296800
996000,443526,537,1558809,24844700,70110100
997000,402514,520,1576186,22991300,70178100
998000,492219,612,1611739,22627800,70997600
999000,419813,508,1570852,23821300,71353000
1000000,504649,610,1790950,24605900,69208900
