number of items,linear search,binary search,recursive search,creation time,sort time
777000,228252,262,188,17416100,55277800
778000,187440,243,188,17125700,52150100
779000,208152,263,181,18742000,51467200
780000,222811,258,196,17450800,51039200
781000,220658,270,187,18307700,51799100
782000,294889,324,240,17530400,51057100
783000,208645,256,171,18854200,52196100
784000,195442,253,165,17559200,52266200
785000,220046,257,186,17446000,52171700
786000,232605,259,183,17428500,52837500
787000,236459,268,204,17422100,52112800
788000,233213,327,194,19865400,54454200
789000,226211,269,188,17401900,51760100
790000,235176,281,195,17369200,52474600
791000,200007,248,189,18410500,53625100
792000,222185,262,194,17739500,54705000
793000,235959,265,192,17487200,56028900
794000,235176,260,183,17552000,52363300
795000,220745,268,190,17549300,52302000
796000,217940,255,190,19650900,54961900
797000,244380,260,195,17881100,52046700
798000,358478,476,303,18520800,53362000
799000,432570,484,389,21275300,97130200
800000,411335,413,271,49607600,67192800
801000,220328,254,179,21755800,54964000
802000,232565,268,191,18286300,54171700
803000,221830,268,211,18477600,52999400
804000,228078,265,190,19905400,53138100
805000,209283,254,184,18136700,52245200
806000,213323,264,184,17750100,54227000
807000,285968,307,212,17783100,56880100
808000,216900,245,189,18500500,53974500
809000,232794,247,195,17972300,54154500
810000,196667,282,192,17939800,52883100
811000,230273,260,203,18064500,53802100
812000,259444,276,189,19432300,53653100
813000,246990,261,183,19361000,56220500
814000,241381,274,210,17901000,54176600
815000,226414,268,193,18601300,54145300
816000,212472,256,174,18451300,53798700
817000,235422,264,188,18483400,54111600
818000,238017,270,190,18274000,59376200
819000,239966,254,190,18088000,54447000
820000,236708,261,185,20536400,54247100
821000,207594,259,193,18184900,54012500
822000,230340,273,206,18106700,55515700
823000,232781,275,206,18103700,57747800
824000,261819,281,187,19052400,55545200
825000,245703,255,185,18316700,53786200
826000,277573,319,188,18490100,55090000
827000,211646,251,189,18573600,54862400
828000,267625,282,203,20086100,58375900
829000,207514,247,183,18343200,57973500
830000,261325,260,212,18349700,55912200
831000,227999,285,205,18746400,56854600
832000,258113,280,200,18375800,55112200
833000,239972,275,206,18279100,59374200
834000,249187,281,194,18595300,56913300
835000,233435,288,206,20203600,55966000
836000,254990,271,195,20251300,56563900
837000,230724,254,190,18776900,55092800
838000,289058,280,202,18750400,60695400
839000,268457,280,212,18655400,55577900
840000,254301,269,185,19174100,55266600
841000,255265,459,202,18634700,57799000
842000,242971,291,201,18851700,55937200
843000,238865,276,195,18675900,59755400
844000,284386,290,206,20480300,59507100
845000,273188,297,198,19849000,57803900
846000,233579,268,206,19366500,56210600
847000,271518,277,221,19116300,55711900
848000,767847,738,304,21233200,75663800
849000,366644,404,247,22985800,107988200
850000,259982,297,207,21943100,60976400
851000,285789,309,205,18655600,58609300
852000,252470,334,206,20378000,56581400
853000,264949,264,199,19325400,56646400
854000,227575,272,201,19917500,56552600
855000,233119,264,199,20064800,56823400
856000,246527,296,187,19122800,58945700
857000,240788,269,283,19454300,56929100
858000,259048,284,187,19107400,58349400
859000,201971,333,181,19796600,58839600
860000,230493,267,198,20798300,57430700
861000,268514,279,198,19059600,60078000
862000,281650,292,209,19519600,56906800
863000,243836,279,194,20400800,58525000
864000,243884,280,189,19393900,60047900
865000,266858,268,186,19378900,58427600
866000,250809,269,179,20078800,61570500
867000,282331,278,216,19228500,56930200
868000,252344,267,195,21039900,57062900
869000,284128,269,198,19220500,58504600
870000,291253,310,217,19478000,58513600
871000,263429,271,206,20852100,58895700
872000,235440,273,179,19439500,58469300
873000,262804,275,200,19202900,58593100
874000,253477,297,211,20648700,60043000
875000,261208,315,202,19273200,60472600
876000,268178,294,196,21805300,59583600
877000,242078,278,184,19299700,60284100
878000,235997,289,198,19390600,59558000
879000,296206,281,215,19342800,60276600
880000,267376,285,199,19391800,63409600
881000,274284,273,202,19891300,59609400
882000,270020,287,206,19599500,58871300
883000,272187,280,198,21282400,58508400
884000,277715,285,202,22573300,60895300
885000,253753,282,203,21731600,62837200
886000,261880,270,221,19702300,59108700
887000,263019,267,194,19579500,59301700
888000,252909,283,185,19934600,62059200
889000,294592,298,216,19930500,63011400
890000,237649,272,194,22420100,60101900
891000,245521,269,189,19790600,58470900
892000,242998,270,218,19771700,58555500
893000,260683,278,188,19756000,60192300
894000,786033,6043,426,19615000,73705000
895000,365880,375,260,22777000,111097300
896000,259889,345,198,22710400,68853700
897000,288192,286,216,21403000,59871700
898000,259009,290,181,20913000,60524100
899000,282641,293,225,20547000,61345800
900000,242001,273,208,19822500,59177300
901000,287422,293,213,19861200,59872600
902000,291593,281,205,19872500,65004100
903000,252466,277,198,20437300,61644400
904000,258275,268,186,21604300,60483400
905000,254961,279,188,19911300,61852400
906000,280511,309,209,20169900,60863000
907000,284509,287,236,22316600,63694000
908000,293203,290,193,20425400,60982900
909000,266992,300,202,20486200,60483800
910000,288490,294,200,20496300,60519100
911000,311853,364,206,22231500,67935900
912000,282266,295,207,21026400,65742400
913000,279123,293,220,20251100,60142900
914000,266065,273,204,20206000,61497600
915000,265624,281,185,20285500,61367000
916000,286087,277,196,22966000,64555000
917000,266708,293,190,21497200,61842400
918000,277522,344,220,22243900,62018500
919000,248610,413,197,20894600,61296900
920000,270522,307,202,20361600,64578700
921000,301556,301,214,20418500,62043200
922000,305211,296,221,20919700,61445200
923000,259983,280,207,20238700,60003700
924000,319629,349,232,20828000,66396400
925000,282193,293,205,23928300,62679900
926000,281276,303,211,21300300,63386100
927000,290899,285,199,21126400,63254700
928000,259722,303,185,20502300,62435400
929000,306691,335,206,20591300,63636000
930000,259758,285,204,20626700,63036600
931000,260073,291,205,20668900,63351200
932000,268961,345,204,22383100,66159800
933000,309308,314,213,20547200,63096100
934000,264997,299,212,21924500,64528900
935000,251498,366,180,20768600,62703500
936000,290768,300,213,22655900,64724500
937000,282466,296,206,20623300,62784100
938000,781624,522,380,20699400,78317200
939000,383003,415,287,27156000,103633800
940000,310184,317,228,25216000,72186400
941000,314820,305,213,21932600,66375100
942000,302874,328,185,21413100,63201900
943000,294284,298,223,20908700,62154600
944000,313837,292,199,21325400,65275200
945000,403002,359,279,20785200,64119700
946000,308198,312,204,23508000,62134700
947000,311312,329,217,23530700,63318300
948000,327256,306,236,21020400,64730300
949000,365799,316,208,21125500,64074200
950000,258798,307,203,22444500,64861700
951000,302890,299,206,21069700,63293300
952000,282113,358,209,20979000,65136100
953000,281101,294,212,23558000,64952000
954000,299157,328,205,23076000,68260600
955000,261455,290,205,21012800,65230400
956000,293134,313,213,21024300,66101500
957000,361439,342,420,21529500,66584500
958000,340651,325,216,21339700,67190500
959000,298340,296,204,21312900,63523400
960000,291588,352,196,22937100,67149000
961000,281778,442,212,21323100,67207700
962000,328002,312,219,21884100,70287000
963000,302636,423,198,21164200,65411700
964000,294350,303,219,21200500,64402000
965000,303192,306,216,21176700,64681400
966000,378104,393,241,21193100,67296000
967000,302980,326,199,23999900,65023300
968000,276935,297,208,21338300,64324000
969000,281076,321,204,21337600,65693400
970000,297670,372,202,21502800,67683200
971000,279883,533,194,23870200,68588800
972000,324745,383,234,21728700,67228900
973000,359525,310,236,22618200,65305700
974000,293209,306,192,23445600,67149200
975000,283647,300,208,21410900,69761500
976000,296128,307,202,21441900,64259900
977000,301674,317,211,21476100,67230800
978000,289066,304,206,22120000,66425300
979000,790225,538,431,21584600,74526100
980000,428700,406,252,36712800,118686000
981000,310014,304,209,26914200,76050100
982000,255689,288,189,21844100,70496000
983000,316813,350,225,22530600,66809700
984000,283673,346,214,21718300,67561400
985000,321693,322,220,21845500,65604500
986000,306835,319,211,21739100,68729600
987000,293381,295,217,22166800,69667000
988000,317354,375,217,23403000,67235700
989000,292874,320,194,21953900,67263900
990000,345049,374,244,22238900,68054100
991000,356904,332,209,22086300,69173800
992000,306002,319,205,21895900,66454000
993000,300999,312,205,22338100,67426700
994000,364327,352,300,21988400,67455700
995000,286431,286,194,24582300,69193100
996000,302543,303,208,22559800,68548600
997000,299571,296,215,21977600,68199000
998000,329290,313,206,22125200,67816700
999000,294308,291,209,23088400,67381500
1000000,285740,293,218,25551200,70136900
